id,type,text,label
614,safe,Enakaa ajaaa gw diantar cowok gw yaa bukan dijmput nama1,0
615,phishing,Pakai XL tdk perlu repot setting bisa langsung internetan. Yuk aktifkan paket Internet di My.XL.co.id sekarang.,1
616,safe,Karena saya lagi si surabaya sampai besok.. Hati kamis ke kantor gimana ?,0
617,phishing,Ketik YA ke 919 s.d 14 Maret 2016. Cuma Rp59rb per-bln! Lgs dptkan 1+ 1GB(4G)+BONUS 10GB(4G) utk Internetan + Telp & SMS SEPUASNYA ke semua nomor,1
618,phishing,Kami sedang memproses penghantaran anda tetapi alamat lama digunakan. Kemas kini alamat baru di <fake-link>,1
619,phishing,"Transfer ke BNI aja, a/n SORAYA HARUM rek;0233-293-922 klo sdh kbrin di nmr ini ya!",1
620,phishing,"Mau download file besar tanpa putus? Bisa! Tinggal 3 hari, Gatis Mifi/modem 4G spesial untukmu Bawa sms ini ke Galeri SF & isi pulsa 100rb disana s/d 13 Jan DL 408",1
621,phishing,Disc.25% Domino's Pizza Value Range s/d 14 Agustus.Kunjungi store terdekat/hubungi 1500366/visit http://bit.ly/294KoZ6 Kode:VR25D,1
622,phishing,"Assalamualaikum cik.. saya ada register kat gopayz cik., saya nak register no abg saya.. saya tersilap tekan no cik pasal no abg saya macam sama no encik",1
623,phishing,Uangnya dikirim saja ke Rek. BANK BNI A/n. : Sdr ABDUL RAHMAN No. Rek. : 024-8721- 191 SMS saja kalau sudah dikirim. terima kasih,1
624,safe,Selamat ulang tahun semoga panjang umur dan sehat selalu,0
625,phishing,"Notis Pos : Item anda telah tiba di gudang logistik, tetapi tidak dapat dihantar kerana maklumat alamat tidak lengkap. Sila pergi ke pautan untuk mengesahkan alamat anda. <link>",1
626,safe,"numpang promo yah, siapa tau ada yang berminat 😊 bisa liat di instagram nya",0
627,safe,"sebab kan madam ada mention, dia nak soalan kita lain sikit dari yang biasa 🫩",0
628,phishing,"Kerja company apa gov/swasta?Nama compay apa?Basic gaji berapa?Tetap or kontrak?Area mana?Soalan anda akan dijawap selepas menjawap soalan saya..terima kasih",1
629,safe,Udah aa aa semua sih. Makan mah sama cewek2. Lupa ih mukanya dy aku gak bisa nginget wajah hahaha,0
630,phishing,"GT-SHOP Disc.41% BB Z10 3jt BB Torch 2jt BB Davis 1jt Minat? Galaxy S4 3,5jt Cp.08994352577 Pin.25A1785B Gili-SMS versi Demo. Http://www/yusiwa.com",1
631,phishing,"Mau paket data 1.5GB buat SEBULAN Cuma 20ribuan? Buruan ketik MAU ke 919, penawaran ini hanya berlaku sd 22-Jul-16",1
632,safe,Iyaaaa ayyuuuukk biar kamu bisa reunian dg org sana fir,0
633,phishing,Transfer saja uangnya ke rek ini.mandiri.NO Rek: 152-00-1236312-9.a/n:DARMAN. klau sdah di Transfer SMS saja ke nmor ini Trima kasih,1
634,phishing,Buktikan hematnya pakai argo tetap di Bandung dengan GrabCar hingga 20%. Hayu ajakan rerencangan sareng buktikeun nyalira!,1
635,safe,weh kau ada masa tak petang ni? nak ajak borak sikit,0
636,phishing,"Hi… awak kenal tak saya? kita pernah jumpa masa kenduri dulu… saya sekarang tengah susah, accident teruk… boleh pinjam duit sikit?",1
637,safe,"Tadi udah bertemu beliau pa. Kata beliau, pengujiannya bisanga besok pa.",0
638,phishing,TAHNIAH! Anda dipilih sebagai pemenang baucar petrol Shell RM500. Klik pautan berikut untuk tuntutan sebelum jam 11.59PM: <link>,1
639,phishing,[NOTIS] Pemberitahuan deposit RM900 gagal dimasukkan ke akaun anda. Sahkan butiran bank: <fake-link>,1
640,safe,"Ada sih yg nikah muda tp (keliatan) bahagia, tp one of a million kayaknya kalo temen2 ku hmm",0
641,safe,"Tp aku gak tertarik gt sih diperusahaan itu, org it nya baru satu",0
642,phishing,Paket 1.5GB berhasil diaktifkan. Restart hape kamu utk dpt menikmati kuota internetan selama 90hari. Cek sisa kuota di *557*8#,1
643,safe,pada ngampus jamber gais?,0
644,phishing,"Yuk temen belanja di google play, mudah banget loh, pakai pulsa juga bisa, http://tsel.me/jajanonline",1
645,phishing,BANK ALERT: Kami mengesan percubaan pindahan RM900 ke akaun luar negara. Semak transaksi ini: <fake-link>,1
646,safe,Tapi daging kurban mentahnya udah ga ada :3,0
647,safe,Saat2 terbaik mencari pasangan tuh pas kuliah bukan sih? Apa enak ditempat kerja?,0
648,safe,fahammm,0
649,safe,Maaf bu jadi jam berapa ya kita ketemuan bu...atau bgmana baiknya,0
650,phishing,"Loopers, PaketTelkomselFlash Rp.50000 utk 600 MB & tambahan 600 MB di 3G + 11 GB(00-12)(berlaku 30 hari) tlh diaktifkan. Paket otomatis diperpanjang pd akhir masa aktif jika kamu berlangganan paket ini",1
651,phishing,"Notis Pos : Item anda telah tiba di gudang logistik, tetapi tidak dapat dihantar kerana makumat tidak lengkap. Sila pergi ke pautan untuk mengesahkan alamat anda. https://shorturl.at/osv15",1
652,phishing,Nomor Anda telah diisi dengan nomor SN 6081606122581198060.,1
653,safe,"Semau-maunya kita ama orang, gak bakal jadi kalau gak jodoh. Segeleh-gelehnya pasti bakal nikah kalopun jodoh",0
654,phishing,"Apple ID anda digunakan untuk log masuk dari Johor. Jika bukan anda, reset password: <link>.",1
655,safe,Aslm.. Lama tak dengar cerita awak.. Busy ke sekarang?,0
656,safe,Buat yg mahasiswa baru,0
657,phishing,"Weh ni aku… lama tak contact kan… aku tgh susah sikit sekarang, accident hari tu… boleh pinjam duit kejap? nanti aku bayar balik",1
658,safe,tapi optional je kan,0
659,phishing,Dapatkan saldo bermain sebesar Rp 125rb hanya dengan bayar Rp 75rb. Berlaku hari Senin-Kamis. Tukarkan SMS ini segera di Timezone terdekat! Promo *606#,1
660,safe,semoga cepat sembuh pak.,0
661,phishing,RM0 Maybank: Akaun anda akan DIGANTUNG kerana aktiviti luar biasa dikesan pagi ini. Sila sahkan identiti anda segera di pautan keselamatan berikut: https://maybannk2u.com.,1
662,phishing,"Ya Allah, semoga yg mempunyai hp ini & keluarganya selalu dalam Kasih Sayang Mu, diberkahi rejekinya & dijauhkan dari mara bahaya"", jawab Amin jika Anda berkenan",1
663,safe,Terima kasih atas konfirmasinya. Orderan sedang kami proses.,0
664,phishing,Pnjaman mudah tnpa jaminan. proses sangat cepat. Syrt : ft cpy ktp dan krtu kredit. bila berminat Call : ARI di 021-32440198,1
665,phishing,"Casino online terbesar, www.jayabet4.com , daftarkan diri+ Raih bonus referral+ bonus cashback sportsbook 0.25% setiap minggu. Mainkan di Smartphone dan PC anda",1
666,safe,Ada belakang warkop deket indomaret gerum 500/bulan,0
667,safe,aku ingatkan hostel jalan tandok dah teruk dah,0
668,phishing,SIMCARD Anda adalah pemenang Gebyar isi ulang TRI 2015 dengan PIN:7N77F33 lakukan verifikasi sekarang juga hanya di www.idtricare.blogspot.com,1
669,phishing,TAHNIAH ! Anda telah dipilih secara rawak untuk hadiah Best Buy. Dapatkan kad hadiah RM1000 anda di www.bestbuy.com.your-a-winner.net/?id-ichrfcycylck,1
670,phishing,Sis can update me partial transfer first to close? At least rm50 first possible,1
671,phishing,Paket Anda sudah di non-aktifkan atas permintaan Anda. Penggunaan Internet anda akan di kenakan Tariff Dasar Internet sesuai skema tariff kartu Anda. Hubungi *363# untuk aktifkan Paket Internet lainnya. Info lebih lanjut www.telkomsel.com,1
672,safe,"punten, ada yang punya kontaknya teh lulu 2011? nuhuun~",0
673,phishing,"Tolong belikan dulu mama pulsa 25rb di no AS baru mama 085245318024 soalnya teman mama kecelakaan, skrg kluarganya hrus dihubungi, nti mama ganti uangnya,penting",1
674,phishing,"RAWIT Kuotanya Bagus, Harganya Khusus. AYO isi ulang kartu AXIS kamu sekarang, pastikan besok ikut promo Rabu RAWIT. Info838. LD299",1
675,safe,E& (gila) ada namakuuu. Kapan aku luluuus,0
676,phishing,Guntur ingin berhubungan di Facebook:http://fb.com/l.1lnzH4p0lCM7ruG Balas “stop” unruk berhenti menerima sms Facebook.,1
677,safe,krn pulsa/limit tidak mencukupi. Dptkan informasi seputar kartu Tri di *123# atau via aplikasi BIMATRI,0
678,phishing,DOUBLE kuota internet plus UNLIMITED Telpon dan SMS dengan Paket Freedom Combo dari Indosat Ooredoo. Segera hub *123# atau www.indosatooredoo.com/freedom,1
679,phishing,"Selamat!! anda Mendpt hadiah Rp. 75 juta. Dari TELKOMSEL point ""Edisi september"" Hub kntr pusat",1
680,phishing,Parcel anda telah ditahan di Kastam KLIA kerana dokumen import tidak lengkap. Sila buat pengesahan sebelum dihantar balik ke negara asal: <link>,1
681,phishing,BSNAlert 137943. Sila ikuti http://bit.do/cgjK-dan aktifkan semula,1
682,phishing,Pesanan COD anda tidak dapat dihantar kerana maklumat penerima tidak lengkap. Sila kemas kini nombor telefon dan alamat anda dalam masa 8 jam: https://deliver-update.my/track,1
683,safe,Aku senin udah ke tempat kerja. Minggu2 depan aku gaktau bisa/ngga :(,0
684,phishing,Yank Tolong isi'in pulsa di no ini.085325556742 ini no baruq.skrng penting,1
685,safe,aku tak gerak lagi,0
686,phishing,Pangmeulikeun heula pulsa bpa anu simpati 20ribu we ke digantian ku bpa ieu nomor na nya 081356256931,1
687,safe,sama je kot,0
688,safe,tak tahu la nak study apa,0
689,safe,Blm beres sep. Malah byk bug,0
690,phishing,En saya ada buat servis <link> tapi saya silap no. No saya <phone> Namun silap la.. saya masuk no cik.. Saya nak tukar balik no saya.. boleh cik tolong?,1
691,safe,"[Akademik] Untuk perhatian tuk jadwal kontrak kuliah buat ang 2012 itu bukan sebenarny, kuliah ikut jadwal kur yg baru ang 2013 ato keatas 2014,2015,2016.. sehingga jadwal yg ada adalah jadwal bayangan tuk tujuan kontrak kuliah..Hal diatas ga berlaku tuk mk yg memang berjalan di ang kalian spt skripsi dan sidang..demikian harap diperhatikan..",0
692,safe,No bri atas nama kamu mana,0
693,safe,nanti kita share link recording sebab yang kat teams takleh bukak sebab storage. kita upload kat gdrive dulu then bila dah dapat export kita share link,0
694,phishing,Info resmi pt.tri care pin pemenang (8jf2177) Simcard anda resmi mendapatkan hadiah 1 unit toyota yaris dari no 08968594××××,1
695,phishing,Surat keputusan dari Tri Care INDONESIA No.XV/2016 Pin_Pemenang ANDA:67ytg44 mendapatkan HADIAH CEK TUNAI Rp.45juta U/INFO klik: www.info-undian3.webnode.com,1
696,safe,nama1 kemaren kamera dan handycam waktu msceis pake kamera siapa aj?,0
697,safe,Yang sinonim bukan?,0
698,safe,"nama1, note nama1 yang Dinamic ada di emil. Kembaliin ke nama1 atau gmana?",0
699,safe,"tapi bukan yang madam tunjuk semalam, sample report budak lain",0
700,phishing,"Flash Promo s.d 9 Agt! Ayo datangi Gallery Smartfren terdekat, DISKON 290rb dg tukar HP Smartfrenmu ke Andromax 4G LTE atau 190 utk tukar dg MiFi 4G LTE",1
701,safe,takdelaa sampai kena karang letter JHDJSHSHHA,0
702,phishing,MURAH! Hanya Rp25rb dptkan 2GB paket internetan utk 30hr. Kini internetan jadi semakin seru! Aktifkan segera di *550*904# promo s/d 29Feb16,1
703,safe,tapi dalam script aku letak soalan and jawapan sekali,0
704,safe,"nama1, minta database kamu sama view dan controller yang ada js buat dropdown kotanya.",0
705,safe,"Iya nama1, terakhir di lab jarkom. Pas copy sql SIGIndo tea..",0
706,phishing,PESAN RESMI Selamat NO Simcard anda M-dptkam hadiah cek.Rp.35juta dr TRI CARE pin:7Y7R8K9Z info keik: www.id-tricare2016.blogspot.com,1
707,safe,"Ini hujan semalaman ruang tengah sama kamar kayanya gabisa di nyalain (:() harus nunggu kering baru bisa nyala, smg ujannya berenti 🙏",0
708,phishing,Ikuti JobFairActive & UjiKlyakanKerjaBerstifikat @PlasaTelkomMlg 9Feb13. dptkan platihan Intrview&Rekom kerja ke ribuan Ph. Info: www.indogetjob.com/085233334106,1
709,phishing,SELAMAT: Anda T'rpilih L'ngsung M'ndptkan Hadiah Dr PT.TELKOMSEL Rp:75jt.U/INFO Hubungi pusat: 085245780079 Drs.H.MULYADI Pelaksana:TELKOMSEL,1
710,phishing,"Mudahnya KTA baru untuk pinjaman s/d 200 jt.. bunga 1,5% & gratis asuransi.. copy KTP dan kartu kredit atau slip gaji Hub: mido 021 - 99399003",1
711,phishing,"TAHNIAH! Nombor Telefon Bimbit anda telah dianugerahkan Hadiah Pemanggil Bonus 2000 pada 5/9/03. Ini percubaan terakhir kami untuk menghubungi anda! Hubungi dari Talian Tetap 03064019788 BOX42WR29C, 150PPM",1
712,phishing,Selamat !!! Anda mndptkan cek tunai Rp.27jt dr PT.Bank Rakyat Indonesia pin anda:ijh76k79 u/info klik www.bri-untungbeliung.blogspot.com atau hub:021-3677-1839,1
713,safe,Harganya kisaran 50rb nama1 😂,0
714,phishing,NOTIS: iCloud anda akan digantung dalam masa 24 jam kerana login dari device baru. Verify segera: <link>.,1
715,phishing,"RM0 Maybank: Transaksi RM1,280.00 ke GrabPay sedang diproses. Jika ini bukan anda, sila hubungi <number> sekarang.",1
716,phishing,"GRATIS Internetan hg 1000 MB, Nelpon 1000 Menit & 1000 SMS ke Sesama Indosat dg IsiUlang mulai 10Rb.Utk daftar ketik GRATIS kirim ke 123 (GRATIS) lalu isi Ulang",1
717,phishing,"2016-08-07 11:29:47.Plg Yth, sisa kuota Flash Anda 7160KB. Download MyTelkomsel apps di http://tsel.me/tsel utk cek kuota&beli paket Flash atau hub *363#",1
718,safe,Kalo kata raditya dika tuh cara pandang org ttg cinta akan berubah setelah mengalami patah hati terhebat. Haha,0
719,safe,rasanya tak perlu kot? rasanya madam takde mention kena confirm dengan dia dulu for the iv questions,0
720,safe,ko baru bangun ke,0
721,safe,Biar rapih aj mad. Ini controllernya msh digabung2 aku bikinnya perfungsi soalnya,0
722,safe,semalam kita tak perasan berapa soalan yang ada time dia tunjuk sample report tu,0
723,phishing,Weh aku kawan lama kau… sekarang tengah kat hospital… accident semalam… duit tak cukup nak bayar bil… boleh tolong transfer sikit?,1
724,safe,"cari yang seken, murah meriah kualiatasnya masih bagus kok",0
725,safe,jangan doakan aku mampos do,0
726,phishing,meganai Ruma bpk/ibu yg mau di jual sd di surpai dan sy berminat sy tlpn tdk bisa tembus masalah harga hub suami sy 085399700354 Dr.H.IRAWAN,1
727,phishing,Selamat anda terdftr diProg GRATIS Nelp 1000Mnt&1000SMS keISAT+Internet hg 1000MB CUMA dg IsiUlang mulai 10rb. isiUlang pulsamu&Nikmati bonusnya.Cekbns: *555*3#,1
728,phishing,"Transfer ke Bank xxx saja a/n xxx No rek 7390685xxx, kalau sudah ditransfer SMS ke no ini ya!",1
729,phishing,DHL: Parcel antarabangsa anda dikenakan cukai pelepasan RM4.20. Sila selesaikan segera sebelum pemulangan dibuat: <link>,1
730,phishing,Aslmualaikum… awak ingat lagi tak saya? Saya sepupu awak belah mak… saya sekarang kat hospital sbb accident… boleh tak tolong pinjam duit sikit utk settle bil 😔,1
731,safe,Kurang tau pasti sep periksa controllernya waktu instansiasi new tcpdf() aku lupa,0
732,phishing,Mau Pergi Dari Hatiku nya Aliando di HP kamu? Ambil NSP GRATIS nya dengan akses ke *600# dan dapatkan promo gratis lainnya sesuai hobimu!,1
733,safe,"Dear Coustomer, We moving to new shop lot Block A, same area with HERO Taman Dagang.",0
734,phishing,Paket Flash anda 10 MB utk 1 hari akan berakhir pd 08/07/2016. Tarif non paket berlaku setelah tgl tsb. Info hubungi *363#. Cek Kuota *889#.,1
735,safe,Yg ragu sm bulet/datar atau yg pgn ikutan debat kusir :v,0
736,safe,i thought kau dah habis dah sebab dah intern haritu,0
737,phishing,"Ini bpk tolong belikan dulu pulsa 20ribu di no barunya bpk karna lagi ada masalah di kantor polisi dan jangan dulu tlp/sms nanti bpk yg tlp, penting.",1
738,safe,"Tiga kali juga dil, april, juli, sama okt",0
739,safe,"Jika jemari tak mampu berjabat dan batin ini rindu akan keikhlasan maaf, hanya lewat pesan ini jemariku bersilaturahmi. Mohon maaf lahir dan batin",0
740,safe,"Permintaan Anda sedang diproses. Beberapa saat lagi Paket Internet anda akan di non-aktifkan, dan akan berlaku tariff dasar internet.",0
741,safe,weh ni aku laaa lama hilang 😂 kau masih guna nombor ni kee?,0
742,phishing,"Jangan sampai kehabisan, HARI INI di Baskin Robbins Value Scoop cuma 35.000 lho! Tunjukkan SMS ini. S&K Berlaku. Promo *606#",1
743,safe,"sama sama pak,ooh itu report sendiri ko pak yang bumiputera, saya ngedit yang nomer 16 nya pak, jadi saya post lagi 😁",0
744,phishing,Plgn Yth ! Anda mendpt hadiah (1) unit mobil SUZUKI ERTIGA dari PT.HM SAMPOERNA Tbk. pin anda:F77A47H u/info klik www.sampoernatbk.co.nf,1
745,safe,"hi awak, saya kenalan keluarga awak… harap awak sihat ya",0
746,safe,"Ada yg nikah muda, ada yg gagal nikah, ada yg pacaran lama eh putus tapi alesannya karna terlalu sayang jd gak mau nyakitin (pret), ada yg jagain jodoh org, ada yg ah banyak lah wkwk",0
747,phishing,"Promo Terbaru Toko Artha  jaya BB Dakota 3 jt Iphone5 3,5 jt BB Onyx3 2,8 jt Camera DLL Call Sms Ke : 085335875777",1
748,safe,kita budak bcss mana reti develop app nihh,0
749,safe,Ternyata formatnya banyak berantakan dari odp ke google sheet. Saya sdg rapikan sambil buat soal. Besok subuh harap cek lagi ya.,0
750,safe,Gais bsk kke kantor ya nyerahin laporan aku udh dpt ttd paedi. Ini mau hard jilid. Jgn lupa ya source sama laporan di cd,0
751,safe,Cukup alquran sbgai pedoman bagi org2 yg beriman.,0
752,phishing,"ma, isi dl pulsa 20 rb di nmr ini 085337784732",1
753,safe,cuba kau mintak madam upload slides chap 5,0
754,phishing,"MELEJIT PINTAR,kursus suami-isteri aktifasi smangat bljr&penguatan fungsi i=otak anak agar prestasi mningkat.Telepon 02749447574 atau ketik OK sms ke 081931753240",1
755,safe,Kantin fip nama1 sendiri td mau ke perpus. Tp bntar lg kan sholat,0
756,safe,Soalnya bapa mau liat database secara keseluruhan.,0
757,phishing,SLMT!!! NO anda m-dpt mobil AVANZA dr kartu AS. di undi td malam di metro TV PKL 23:00.info.kunjungi almt kami:www.Priode-.webs.com/hub:0016282190254447.TSEL,1
758,phishing,"Yank tlong isi’in aku pulsa 10rb, di no ini,082189983017 nanti aq yg tlpn yacc!",1
759,safe,boleh jee tapi takde points dah,0
760,safe,HAHAHHAHA TAKDELA GITU,0
761,safe,Your SPayLater bill of RM727.35 is due on 01-12-2025. Please pay on time to avoid late charges. Ignore if payment has been made.,0
762,safe,weh link discord tu kau ada dapat dah ke kat email,0
763,phishing,"Ini bpk pnjam hp orng, tlng bliin bpk pls 50rb, krm ke nomr brunya bpk=081215008228, bpk lagi ada msalh di kantor polisi, jgn tlp/sms nnti bpk yg tlp, penting",1
764,phishing,Saya minta tolong cik bila ada dapat msg tu boleh sendkan msg tu kat ws saya 🙏,1
765,phishing,ayah isikan pulsa xl 50rb di no 0818643929 sekarang penting,1
766,phishing,Yuks internetan seru-seruan dg Flash Volume Ultima kuota 1.8GB/30hr mulai dari Rp60rb sesuai zona lokasi. Hub *363*145#. Info tarif & lokasi lihat di tsel.me/FL,1
767,phishing,"PERINGATAN: Anda mempunyai saman trafik tertunggak. Jika tidak diselesaikan hari ini, saman berganda akan dikenakan. Sila semak di: <link>",1
768,safe,"Yg dian ge waktu itu yudisium akhirnya sore2, ga dibarengin sama nondik sampe jam 6kurang keluar yudisium teh",0
769,safe,Okeee kalau telor butuhnya segimana?,0
770,phishing,"Sy Dr. Hj FATIMA sdh cocok mengenai Rumah dan Tanah Bpk/Ibu, tlg jgn ditawarkan lg ke yg lain. Soal Hrg negosiasi ke suami sy di 082375833300 Dr. H. HENDRA IRAWAN",1
771,safe,"Aku mah sering ditinggal jualan, jd mau marah juga ntar alesannya ""duit kan buat km juga"", diem lgsg haha",0
772,phishing,RM0.00 Terima kasih kerana menggunakan kad anda yang berakhir dengan 2846 @ HOSPITAL PANTAI KUALA LUMPUR RM 6000.00 20 Ogos 09:59 pagi. Sila hubungi Public Bank jika anda tidak menggunakannya.,1
773,phishing,SEGERA! Kami sedang cuba menghubungi anda. Cabutan hujung minggu lalu menunjukkan bahawa anda telah memenangi hadiah bernilai £900 DIJAMIN. Hubungi 03061701939. Tuntut kod S89. Sah 12 jam sahaja,1
774,phishing,Selamat Paket Anda telah aktif. Cek kuota di *889#,1
775,safe,2016/08/21 12:27:32 PIN baru TCash anda adalah 605598. Silahkan menggunakan PIN baru anda untuk menikmati layanan TCash Telkomsel,0
776,phishing,"PESAN RESMI DARI TRI3CARE, SELAMAT ANDA MNDPT HADIAH 1UNT MOBIL HONDA JAZZ RS,NO.PIN PEMENANG ANDA : 47BL759 UNTUK INFO KUNJUNGI : http://gebyar-3care2016.jimdo.com",1
777,safe,Ka aku ga bisa liat kosannya skrg :( soalnya ngerjain uts take home ka,0
778,safe,"Eh iyaa gais kadonya udah aku kasih yaa, kata nama1 makasihh sama maaf kalau ada salah. Minggu ini udah mau ke samarinda",0
779,safe,link mana satu,0
